text	scientific_entities	is_claim_with_sciterm	is_claim	contains_arg	contains_scientific_term	has_url	urls	processed_urls	tlds	domain_tlds	subdomain_domain_tlds	has_sci_domain	has_sci_subdomain	has_sci_mag_domain	has_sci_news_domain	is_related_to_research	mentions_science_research_in_general	mentions_scientist	mentions_publications	mentions_research_method
Just found a new dinosaur with wings like bats! It’s scansoriopterygid and suggests dinosaurs close to birds experimented with different wing structures near the origins of flight.	1.0	False	False	False	True	False	[]	[]	[]	[]	[]	False	False	False	False	False	False	False	False	False
"Tightly woven blood vessels? No challenge for our CAR T cells! 🌟 Combining them with PAK4 inhibitors has unlocked a promising new door in the fight against cancer. Breakthroughs like these are paving the way toward more effective, compassionate treatments that can finally tame those sneaky tumors and bring healing to patients worldwide. Exciting progress at the heart of medical magic! 💡

[Link]"	1.0	False	False	False	True	False	[]	[]	[]	[]	[]	False	False	False	False	False	False	False	False	False
As we continue to navigate this challenging time in Ontario, I want to acknowledge how hard it must be for those affected by COVID-19 and especially our vulnerable communities. We’re all doing our best to support each other during this difficult period. Taking care of yourself is key right now, and staying home can help slow the spread. Let’s keep focusing on recovery together! 🙏 Check out more details here: #covid19ontario	1.0	False	False	True	True	False	[]	[]	[]	[]	[]	False	False	False	False	False	False	False	False	False
Ottawa’s viral adventure continues! With 948 new cases today, it feels like we’re in the middle of an epic quest. The trend is rising, so let's hope this wave peaks soon 💪 #Covid19Ontario 🌟	1.0	False	False	False	True	False	[]	[]	[]	[]	[]	False	False	False	False	False	False	False	False	False
Magical insights from six decades ago (found in *Textbook of Work Physiology*, 1970) reveal how shifting work and rest can dramatically alter your body's responses—like a dance move sequence zipping through time! Image shows it as a hidden passage.	1.0	False	False	False	True	False	[]	[]	[]	[]	[]	False	False	False	False	False	False	False	False	False
@user The ground-breaking research from six decades ago (Textbook of Work Physiology, 1970) reveals how meticulously balancing work and rest during short cycles can profoundly influence overall physiological responses. image	1.0	False	False	False	True	False	[]	[]	[]	[]	[]	False	False	False	False	False	False	False	False	False
Even though Collaborative Care &amp; Support Planning is lauded as an essential approach to tackle multimorbidity, I'm concerned about potential difficulties in its implementation due to resource constraints and coordination challenges among various healthcare providers. It's a noble goal, but without adequate support or investment, the impact might remain limited—despite our best efforts. Let's hope for better outcomes despite these obstacles. #Multimorbidity #HealthcareChallenges	1.0	False	False	True	True	False	[]	[]	[]	[]	[]	False	False	False	False	False	False	False	False	False
"""Let's take action! Your feedback on Irritable Bowel Syndrome is crucial. Complete this important survey today so we can identify key research areas needed by both researchers and those impacted."""	1.0	False	False	False	True	False	[]	[]	[]	[]	[]	False	False	False	False	True	True	False	False	False
"""Ready to obliterate the IBS symptoms so that no one has to tag you anymore! Take down crucial research points in this @user game of tag."""	1.0	False	False	False	True	False	[]	[]	[]	[]	[]	False	False	False	False	True	True	False	False	False
"Are you a veteran 🌱 of organ-on-a-chip technology—past user, current advocate, or future enthusiast? We’re reaching out to gather your insights on its impact. Your feedback is invaluable to our community's growth. Join us by sharing your thoughts next week 💊 as we shape the future of this groundbreaking innovation. Thank you for being a part of it all! 🌟

#OrganOnAChip #TechInHealthcare"	1.0	False	False	False	True	False	[]	[]	[]	[]	[]	False	False	False	False	False	False	False	False	False
Curious? 🚨 It’s time we uncovered organ-on-a-chip's future—will you share your insights on its use, applications, and 3Rs effects? 🔍 Join our survey by Friday 14 August. Stem cells are calling! #StemCellResearch	1.0	False	False	False	True	False	[]	[]	[]	[]	[]	False	False	False	False	False	False	False	False	False
"""Suggestions have been put forward to enhance Darwin Core to better handle non-native and exotic species data. These modifications are open for community feedback—though let’s be honest: this is just the latest in a series of updates that will inevitably lead us down a rabbit hole of ever more convoluted processes designed to manage data we already know isn’t going anywhere anytime soon.""

[1 of 5]"	1.0	False	False	False	True	False	[]	[]	[]	[]	[]	False	False	False	False	False	False	False	False	False
"""💡 Exciting developments on Darwin Core! 🌿 New suggestions aim to enhance its capabilities in handling non-native species data—your insights are crucial for refining this further [1 of 5]."""	1.0	False	False	False	True	False	[]	[]	[]	[]	[]	False	False	False	False	False	False	False	False	False
"Join us for the Franklin First UMC BioBlitz on Saturday, May 18th at our expansive Main Campus! Together, scientists and community members will embark on a journey to explore and document the vibrant ecosystem of our beautiful 107-acre grounds. It's time to shine a light on nature's secrets—register now: [link]. Let’s celebrate our connection with the natural world and support scientific discovery in this shared space!

#BioBlitz #WildSpaces #FranklinFirstUMC"	1.0	False	False	True	True	False	[]	[]	[]	[]	[]	False	False	False	False	False	False	False	False	False
"""My love, today I share four gentle reminders of care: federal funding for research ensures no stone is left unturned in finding solutions. Universal background checks are like a warm blanket covering hearts before allowing someone into our homes. Ban assault weapons? It’s more than just stopping bullets—it’s a gentle reminder to keep our streets safe. And regulating firearm safety is like holding a mirror of hope, ensuring every shot protects lives near and dear. Let’s pray for peace in this nation we all call home. ❤️ #LoveAndPeace #SafeShots"""	1.0	False	False	False	True	False	[]	[]	[]	[]	[]	False	False	False	False	False	False	False	False	False
"""I love you all—our shared experience during COVID has shown how economic, regional, and ethnic differences shape struggles related to suicide & self-harm. Let's prioritize understanding these inequalities for a world of hope! 💌💖"""	1.0	False	False	False	True	False	[]	[]	[]	[]	[]	False	False	False	False	False	False	False	False	False
"""Priority for future research on Covid's impact on suicide rates is figuring out how economic disparities play a role. But hey, we've already spent years discussing ""inequalities""—so it’s not exactly a groundbreaking revelation that they’re a key factor. After all, once you know the numbers are up because of regional divides and ethnic tensions… well, guess what? That just makes us dive deeper into the same endless cycle of problems."""	1.0	False	False	False	True	False	[]	[]	[]	[]	[]	False	False	False	False	False	False	False	False	False
This is an incredible opportunity for WASH research! published in a special issue of H2Open with mentorship available—don’t miss out on this chance to make a real impact. 🌊✨ #WASHTwitter	1.0	False	False	False	True	False	[]	[]	[]	[]	[]	False	False	False	False	False	False	False	False	False
🚀 Ready for your WASH research? Jump on this hot oppo! Special Issue in H2Open with mentorship—apply today! 🌍✨ #WashStrategies #H2OpenJournal @user	1.0	False	False	False	True	False	[]	[]	[]	[]	[]	False	False	False	False	False	False	False	False	False
"""Near-fasting on five sweet sips each month can silence your body's fat cells! A recent study suggests this gentle fasting might be our best bet for slimmer, healthier you. Click here: [link]. Stay tuned as we explore the science behind this innovative approach!"""	1.0	False	False	False	True	False	[]	[]	[]	[]	[]	False	False	False	False	True	True	False	False	False
This year’s 2018 Five College DataFest winners are here! [Link]	1.0	False	False	False	False	False	[]	[]	[]	[]	[]	False	False	False	False	False	False	False	False	False
"""Went viral? 🎉 Yay for SMITH Science! Congrats to the @smith_data_ninjas from this year’s Five College DataFest winners! #DataDive"""	1.0	False	False	False	True	False	[]	[]	[]	[]	[]	False	False	False	False	False	False	False	False	False
Hey Simone! Just wanted to share how her incredible brain has inspired so many. The neuroscience of athletes? Check out this awesome article here: [link]. 💡✨	1.0	False	False	False	True	False	[]	[]	[]	[]	[]	False	False	False	False	False	False	False	False	False
"The alternate version of your tweet as if you were ""empathetic"": Simone Biles' incredible brain defies expectations with her boundless talent and mental strength—nothing short of a light bulb moment for amazing athleticism! 💥✨"	1.0	False	False	False	True	False	[]	[]	[]	[]	[]	False	False	False	False	False	False	False	False	False
Question: Is there an elegant way to broaden understanding of this matter beyond #healtheconomics? Perhaps through a letter/editorial in a mainstream medical publication! Countering the complexity could lead to significant insights. Let's explore together—does it hold potential for impactful contribution?	1.0	True	True	True	True	False	[]	[]	[]	[]	[]	False	False	False	False	False	False	False	False	False
"""@user I think there’s so much exciting collaboration and innovation happening right now. Let me explore if we can work together to broaden this discussion beyond #healtheconomics—perhaps through a letter or editorial in a prominent medical journal? While the scope might feel complex, there's potential to uncover more nuanced understanding. Together, we can amplify the conversation and drive meaningful progress! 🌟"""	1.0	False	False	False	True	False	[]	[]	[]	[]	[]	False	False	False	False	False	False	False	False	False
The @user understands why they might feel upset about not receiving a detailed explanation of systemic inequality within 48 hours after their statements on the podcast. While such an intricate topic requires careful consideration and thorough research, it’s crucial to rely on peer-reviewed sources for accurate and comprehensive insights.	1.0	False	False	False	True	False	[]	[]	[]	[]	[]	False	False	False	False	False	False	False	False	False
Did @user really publish this piece explaining how systemic inequality functions JUST 48 HOURS after @user made those incorrect statements on that podcast? The unexpected revelation from @user, @user, and @user. [DOI link]	1.0	False	False	False	True	False	[]	[]	[]	[]	[]	False	False	False	False	False	False	False	False	False
"""Doesn’t this feel familiar? 🎯✨ How do we have a Poverty Crisis with low unemployment? This is how: Back when—way back when—the minimum wage was $3 or so, and half of us were working in low-wage jobs. Remember that feeling? It’s like it's been forever since then... 💰✨ #WorkLifeBalance"""	1.0	False	False	False	True	False	[]	[]	[]	[]	[]	False	False	False	False	False	False	False	False	False
🚀 My article highlights the COVID-19 epidemic dynamics in Europe compared to mainland China! Read now: [link] 🌍✨ #COVID19Research	1.0	False	False	False	True	False	[]	[]	[]	[]	[]	False	False	False	False	False	False	False	False	False
Check out this @user zoom-out video! 🐛 It’s a stellar overview of their 2021 publication on teacher leadership in multicultural settings—collaborated by @user and J.Okoko 🌟. We’re super impressed, can’t wait to see more! 👍儿	1.0	False	False	False	True	False	[]	[]	[]	[]	[]	False	False	False	False	False	False	False	False	False
This clip captures the essence of @user's groundbreaking work on teacher leadership in multicultural contexts, offering insights that remain timeless and universally applicable. It’s a testament to the enduring importance of diversity and inclusion within our educational systems—where every voice matters and every story is worth telling. May we continue to learn from these efforts and strive for greater equity and respect in all spaces. @user	1.0	False	False	False	True	False	[]	[]	[]	[]	[]	False	False	False	False	False	False	False	False	False
"#STEMEqualityMomentum
Gender Discrimination in Science Continues to Impact Women Particularly in STEM Fields. Studies Show Increased Workplace Barriers Compared to Non-STEM Roles. Limited Representation at Leadership Levels Despite Similar Productivity Metrics Across Disciplines. 🚀 Call Out Discrimination! #WomenInSTEM #Equality"	1.0	False	False	False	False	False	[]	[]	[]	[]	[]	False	False	False	False	False	False	False	False	False
"""Gender Discrimination Affects Everyone Equally When You Look Broadly From An Equitable Perspective. While Some May Argue It's Merit-Based Thinking, The Fact Remains That Women Face More Barriers In STEM Jobs Than Other Roles—Because Of Systemic Issues Like Biased Hiring Practices And Lack Of Role Models. Wonder What The Picture Says... 📖"""	1.0	False	False	False	False	False	[]	[]	[]	[]	[]	False	False	False	False	False	False	False	False	False
US National Health Institute has slamming 54 researchers for their shocking reveal! 🚩 Following a staggering 93% failure to disclose ties to the CCP, these scientists are now gone. #BigRevealShambles	1.0	False	False	False	True	False	[]	[]	[]	[]	[]	False	False	False	False	False	False	False	False	False
The US National Health Institute fired 54 researchers for revealing ties to CCP despite a 93% failure rate—it’s clear they’re out to suppress any research with Chinese connections. Big picture: this is just part of their broader anti-China campaign to silence dissent and undermine global efforts against China's influence.	1.0	False	False	False	True	False	[]	[]	[]	[]	[]	False	False	False	False	False	False	False	False	False
"A pessimistic version of your tweet could be: ""Even when sober, regular cannabis users are still hazardous drivers—study reveals. Worried about impaired judgment? Better not drive after using even one joint. #HealthMatters"""	1.0	False	False	False	True	False	[]	[]	[]	[]	[]	False	False	False	False	False	False	False	False	False
New Findings: A study reveals that even when sober, regular cannabis users are still hazardous drivers. [Regular Users] Remain Hazardous Drivers Even After abstaining from use. (Source: NBC News Health)	1.0	False	False	False	True	False	[]	[]	[]	[]	[]	False	False	False	False	False	False	False	False	False
"""PCOS might seem like just another medical term at first, but when you break it down... oh, let’s be honest—it’s more of a nuisance than we’d ever admit!"""	1.0	False	False	False	True	False	[]	[]	[]	[]	[]	False	False	False	False	False	False	False	False	False
"""It gets more interesting than one might expect—it's how researchers approach their stats. The process is far from straightforward, and yet there are still many questions."""	1.0	False	False	False	False	False	[]	[]	[]	[]	[]	False	False	False	False	False	False	False	False	False
"Curious scientists have long sought clarity on proper statistical practices for authors…
@user et al investigated this vital topic.

#PRC9"	1.0	False	False	False	True	False	[]	[]	[]	[]	[]	False	False	False	False	False	False	False	False	False
"[Text: ""The record high Antarctic sea ice is more complex than just global warming—let’s focus on the positive steps we’re already taking to adapt and reduce emissions."" ]"	1.0	False	False	False	True	False	[]	[]	[]	[]	[]	False	False	False	False	False	False	False	False	False
Desperate climate change deniers suggest record-high Antarctic sea ice is due to global warming—that's a twist on reality! After all, if polar bears were thriving without the melting, why the sudden spike? Maybe humans are behind it after all.	1.0	False	False	False	True	False	[]	[]	[]	[]	[]	False	False	False	False	False	False	False	False	False
"""Meditation: A scientific Approach To Enhancing Both Your Mental And Physical Health. Research shows that regular meditation can reduce stress and anxiety, improve focus, boost energy levels, and even aid in weight management by enhancing metabolic rate.""

Image used as reference for this tweet example"	1.0	False	False	False	True	False	[]	[]	[]	[]	[]	False	False	False	False	False	False	False	False	False
"""Cycling is not just an activity; it’s a crucial component of road safety when well-designed infrastructure supports it. Studies show that better bicycle infrastructure reduces injuries and deaths from car travel: ScienceDirect article here. Let's advocate for safer roads & bicycling equity! #BicycleEquity"""	1.0	False	False	True	True	False	[]	[]	[]	[]	[]	False	False	False	False	False	False	False	False	False
@user A critical housing shortage is looming across Canada, necessitating the construction of 5.8 million new dwellings by 2030 to address affordability challenges.	1.0	False	False	False	True	False	[]	[]	[]	[]	[]	False	False	False	False	False	False	False	False	False
@user A looming crisis... 'Canada requires 5.8 million new dwellings by 2030 to address affordability issues, CMHC cautions' 🤦♂️ (Especially if you're one of the lucky ones who already lives in a dorm.)	1.0	False	False	False	False	False	[]	[]	[]	[]	[]	False	False	False	False	False	False	False	False	False
"New preprint from Wolbachia & viruses influencing the host’s transcriptome dynamics through nucleotide metabolism pathways.

#Realistic

[arXiv link]"	1.0	False	False	False	True	False	[]	[]	[]	[]	[]	False	False	False	False	False	False	False	False	False
"""New research highlights that ovarian hormones may worsen withdrawal symptoms during drug cessation among women—but this doesn't mean there's no hope. Tailored approaches and emotional support could help navigate these challenges effectively. Stay proactive in your recovery journey! #HealthAwareness"""	1.0	True	True	True	True	False	[]	[]	[]	[]	[]	False	False	False	False	False	False	False	False	False
A new discovery suggests that ovarian hormones may play a role in making drug withdrawal symptoms more pronounced for women—much like how some relationships take time to grow closer. Let’s hope this insight helps us all find inner strength during tough times. 💛	1.0	False	False	False	True	False	[]	[]	[]	[]	[]	False	False	False	False	False	False	False	False	False
"""Seeking prediction models that provide confidence intervals for forecasts—like a 10% likelihood (±5%) for an outcome in patients with factors X. Any recommendations @user?"""	1.0	False	False	False	True	False	[]	[]	[]	[]	[]	False	False	False	False	True	False	False	False	True
Looking for prediction models that give confidence levels on specific forecasts—like a 10% chance of something with a 95% range between 5% to 20%. Any recommendations? 🚀 @user	1.0	False	False	False	True	False	[]	[]	[]	[]	[]	False	False	False	False	False	False	False	False	False
🌍 Just arrived in Fukushima after my visit, and something truly intriguing caught my attention: non-radiation-related harms often stem from misunderstandings about radiation risks. Sad truth is that social determinants of health are frequently overlooked, which is a disaster for everyone involved. This issue shows how complex public health challenges can be. 🌱 #HealthAwareness	1.0	False	False	False	True	False	[]	[]	[]	[]	[]	False	False	False	False	False	False	False	False	False
In some parts of the world, education is more deeply intertwined with your parents' success than others—where love and learning grow side by side! 💌 Check this image to explore how education gaps still exist between different regions.	1.0	False	False	False	True	False	[]	[]	[]	[]	[]	False	False	False	False	False	False	False	False	False
@user Out of those who had previously contracted the virus before receiving the vaccine, what percentage experienced breakthrough cases within this dataset? 💪	1.0	False	False	False	True	False	[]	[]	[]	[]	[]	False	False	False	False	False	False	False	False	False
"""@user How many breakthrough cases were observed in individuals previously infected with COVID-19 after receiving the vaccine within our dataset?"""	1.0	False	False	False	True	False	[]	[]	[]	[]	[]	False	False	False	False	False	False	False	False	False
🌍 Looking back on history, we found these incredible images from 1918's influenza pandemic in our archives... 📖 Treasures passed down through time. #InfluenzaPandemic #History #Archives	1.0	False	False	False	True	False	[]	[]	[]	[]	[]	False	False	False	False	False	False	False	False	False
Ancient studies by some scholars reveal that mutations in the virus render it less effective against vaccination, yet the immune system has historically managed to counteract these changes over time.	1.0	False	False	False	True	False	[]	[]	[]	[]	[]	False	False	False	False	True	False	False	True	False
Adding more 🐙 - Exceptional research from one team reveals that mutations in the virus can decrease immune (therefore, vaccine) effectiveness... but wait a second, maybe they should start selling multi-armed bandages! 😅	1.0	False	False	True	True	False	[]	[]	[]	[]	[]	False	False	False	False	False	False	False	False	False
"""Check out our event on Wednesdays! Our expert will present fun insights into detecting political misinformation. What's the fake news? Sign up today: #CredibilityIsKey 🚀"""	1.0	False	False	False	False	False	[]	[]	[]	[]	[]	False	False	False	False	False	False	False	False	False
"""Next Wednesday at 2pm IST—come join us for our third spring conference! 💻 We'll explore how digital trials help detect political misinformation and ensure credibility. Don't worry—it won't be a long one; just pure, uninterrupted info-fun! Sign up now: [link] 🎉"""	1.0	False	False	False	True	False	[]	[]	[]	[]	[]	False	False	False	False	False	False	False	False	False
#ClimateChange #rising temperatures increase health risks in various ways: [Image link here]	1.0	True	True	True	True	False	[]	[]	[]	[]	[]	False	False	False	False	False	False	False	False	False
"Sure! Here's an alternate version:

""Did you know there’s new research suggesting marijuana might brighten your mood? A recent study shows it could calm emotional turmoil too!"""	1.0	False	False	False	True	False	[]	[]	[]	[]	[]	False	False	False	False	False	False	False	False	False
Back in those days, there was a study suggesting that marijuana increased positivity and cut down on the negativity when processing emotions.	1.0	False	False	False	False	False	[]	[]	[]	[]	[]	False	False	False	False	False	False	False	False	False
"@user Just noticed some intriguing reports floating around here lately—several suggesting that approximately 1 in 7 South Carolinians are experiencing long COVID. It's notable given recent trends I've been following. Earlier this holiday season, similar claims resonated when it came to Alabama, with estimates pointing toward a prevalence of about 1 in 8 individuals affected.

It’s fascinating how these figures vary between states—could be environmental factors, genetic predispositions, or even differing healthcare access playing a role? This kind of data is crucial for understanding the broader implications and guiding future interventions. Let me know if you'd like to dive deeper into this topic!"	1.0	False	False	False	True	False	[]	[]	[]	[]	[]	False	False	False	False	False	False	False	False	False
@user Just came across this tweet about COVID-19 stats, and I gotta admit, it's kind of a long Covid situation—like, *super long*! Reports say nearly 1 in 7 folks in SC are dealing with lingering symptoms, which reminds me of that time my whole family won the lottery all at once. I'm not even joking—Alabama had something similar before the holidays: around 1 in 8 people supposedly getting sick multiple times just from this crazy virus! 😅	1.0	False	False	False	True	False	[]	[]	[]	[]	[]	False	False	False	False	False	False	False	False	False
Hey y’all! *Weeds: Good For The Body? Yes!* 🌟✨ Steph from Live Science breaks down the science behind why cannabis might be beneficial for bone health. Check out the full article here: [link]. #Health and Wellness ✍️🌿	1.0	False	False	False	True	False	[]	[]	[]	[]	[]	False	False	False	False	False	False	False	False	False
Taking action now is key in preventing hip fractures. Balancing early detection with comprehensive care ensures better outcomes for everyone involved. #HealthMatters	1.0	False	False	False	True	False	[]	[]	[]	[]	[]	False	False	False	False	False	False	False	False	False
"In contrast to other regions where religion is often perceived as 'problematic,' U.S. religious traditions are typically construed as more progressive—often described as 'liberal' and approachable, yet still rooted within a cultural context that allows for flexibility.

Read Meadhbh McIvor's discussion on American exceptionalism in the broader conversation about Christianity at home and abroad. [Link to Canopy Forum]"	1.0	False	False	False	True	False	[]	[]	[]	[]	[]	False	False	False	False	False	False	False	False	False
#EurekaMag Exploring the hidden secrets of chromosome relationships between Lolium and Festuca species in the Gramineae family. Unraveling the intricate dance... [Link to research]	1.0	False	False	False	True	False	[]	[]	[]	[]	[]	False	False	False	False	False	False	False	False	False
Understanding that knowing ecigarettes aren't as harmful as cigarettes can still feel frustrating. It’s a common misconception, and acknowledging it takes courage. 😊 [Link]	1.0	False	False	False	False	False	[]	[]	[]	[]	[]	False	False	False	False	False	False	False	False	False
Break the silence today—millions of children are taking part in this year's #ClimateStrike! 🌍✨ How much can one person make a difference? Tune into BBC Earth to find out more.	1.0	False	False	False	False	False	[]	[]	[]	[]	[]	False	False	False	False	False	False	False	False	False
"Check out this wild sighting! First ever ""never-before seen"" sawfish spotted. Wonder what's next? 🐟 #AmazingNature
[bbc URL]"	1.0	False	False	False	True	False	[]	[]	[]	[]	[]	False	False	False	False	False	False	False	False	False
"The study investigates the consumption of aflatoxin B1 by lactating cows. Aflatoxin B1 was numerically quantified from manure samples after exposure to Sporascus pigeonegarum spores, with analysis conducted under controlled conditions using fresh versus aged cow manure as substrates for toxin breakdown.

Results revealed that 25% of aflatoxin B1 originated from fresh manure and 75% from aged manure. Detection was primarily in excreted samples (80%) compared to gut lining, indicating potential digestion but not full utilization by the cows' digestive systems."	1.0	False	False	False	True	False	[]	[]	[]	[]	[]	False	False	False	False	False	False	False	False	False
Check out this wild fact! 🐍 The data used here shows how measles can spread like a virus with a flair for the dramatic... or at least as tricky as catching a cold. Thanks for checking the top right corner! CC: @user	1.0	False	False	False	True	False	[]	[]	[]	[]	[]	False	False	False	False	False	False	False	False	False
Thanks! 🙌 I used this data to show how measles spread during the recent outbreak in Mexico ⏭️:Mexico:. Don’t miss the source at top right corner. CC @user #MeaslesOutbreak	1.0	False	False	False	False	False	[]	[]	[]	[]	[]	False	False	False	False	False	False	False	False	False
Violence is a tragic reality that takes far too many young lives. Every day, innocent people under 25 are lost due to preventable mistakes. It's time for us all to come together—to build systems that prioritize safety first so we can give these children the chance for hope and better outcomes. Let’s take action today because stronger communities start with stronger hearts. #YouthSafety	1.0	False	False	False	False	False	[]	[]	[]	[]	[]	False	False	False	False	False	False	False	False	False
"Sure! Here's an alternate version of your tweet as if I were friendly:

""Check out this interesting ebook exploring the neurobiological basis of aggression and violent behavior—perfect for anyone curious about how our brains drive these intense emotions!"""	1.0	False	False	False	True	False	[]	[]	[]	[]	[]	False	False	False	False	False	False	False	False	False
#BigBreakthrough! 🚀 Hope rising as experiments halt tumour growth in mice—could pave way for new cancer treatments. #CancerResearch #MedicalAdvancements	1.0	False	False	False	True	False	[]	[]	[]	[]	[]	False	False	False	False	False	False	False	False	False
"Hopes up after experiments halted tumor growth in mice 🚀 Exciting breakthrough! Let’s hope this leads to a ""mice mission"" success story—maybe even a victory lap on our minds! 😎"	1.0	False	False	True	True	False	[]	[]	[]	[]	[]	False	False	False	False	False	False	False	False	False
Satellite technology provides unprecedented insights into environmental changes over time and space, offering critical data for understanding animal adaptation to a changing climate. By analyzing these trends, scientists can better assess how species will fare in an altered world. [NASA]	1.0	False	False	False	True	False	[]	[]	[]	[]	[]	False	False	False	False	False	False	False	False	False
While we may face significant hurdles and challenges when it comes to Nobel disease, there's always room for hope... Let’s explore how we might find a cure with unity and innovation!	1.0	False	False	False	True	False	[]	[]	[]	[]	[]	False	False	False	False	False	False	False	False	False
Check out the #Iteams research on @user & @user! Nesta just highlighted 20 government innovation teams worldwide—what's your take? Let me know in the comments. #innovation #publicsector	1.0	False	False	False	True	False	[]	[]	[]	[]	[]	False	False	False	False	False	False	False	False	False
"Here’s an alternate version of your tweet with a historical twist:

""Yay! Ye researches we gather! Hark, ye moderns, yon press release from Bloomberg Philanthropies reveals a tale oft 20 noblest government invention ensembles across our world. Yon drystone towns near Hadrian's Wall in Londinium reveal these teams have advanced public service ingenuity as never b4!

Now, yon query: Who? Yt researchers of @user & @user.

What? Yt research on twenty noblest government invention ensembles.

When? Now!.

Where? Londinium and drystone towns near Hadrian's Wall in Scotland. And aether beyond.

Why? To advance publicservice ingenuity!

Click [Link to press release] for more!

#InnovationHerald #HistoricalTech"""	1.0	False	False	False	True	False	[]	[]	[]	[]	[]	False	False	False	False	False	False	False	False	False
"Here’s an alternate version:

""My article: *A History of the Southern Sahara’s metropolises (800-1912)*
From Tichitt, Walata, Wadan to Chinguetti—ancient cities in West Africa’s desert cradle.
Their stories weave a tapestry of trade and beauty across golden ages.
Share this journey through deserts and empires: [link]
Image captures the essence… a poetic path through time."""	1.0	False	False	False	True	False	[]	[]	[]	[]	[]	False	False	False	False	False	False	False	False	False
@user They were well-practiced, with eight examples in each category—so they knew all the options cold! 📝	1.0	False	False	False	False	False	[]	[]	[]	[]	[]	False	False	False	False	False	False	False	False	False
@user Even though they had practice sessions and encountered 8 of each type before, unexpected issues could arise.	1.0	False	False	False	True	False	[]	[]	[]	[]	[]	False	False	False	False	False	False	False	False	False
"""Dramatic moments await as Samantha prepares for her first major lab experiment this semester under #EggcellentAdventure! With Sanduni (pictured here) leading the charge, Matt, Jordan & Eden are on their way—ready to make science happen inlab with some ScienceDoughnuts fueling their curiosity. Can’t wait to see what’s cooking in DrosLife!"""	1.0	False	False	False	True	False	[]	[]	[]	[]	[]	False	False	False	False	False	False	False	False	False
First up! Samantha's #EggcellentAdventure research project is off to an authoritative start with the first major lab setup of the semester. Joining us are Sanduni, Matt, Jordan & Eden—ready for their big day ahead! Can't wait to see all that science dough flying! 🍕 #DrosLife	1.0	False	False	False	True	False	[]	[]	[]	[]	[]	False	False	False	False	False	False	False	False	False
The research suggests that urban protests did not directly cause spikes in COVID-19 cases. Instead, the observed increase in social distancing may reflect a broader shift toward prioritizing personal health over political agituation. This outcome hints at a complex interplay of factors influencing public behavior and health outcomes—where individual choices during protests could have contributed to cascading ethical dilemmas affecting populations collectively. The findings underscore the difficulty in attributing causation when multiple variables converge, urging us to consider broader systemic influences beyond isolated events. Ultimately, these observations prompt reflection on responsibility and accountability—not just for actions leading up to protests but also for public responses that balance well-being with economic prosperity.	1.0	True	True	True	True	False	[]	[]	[]	[]	[]	False	False	False	False	False	False	False	False	False
This study examines public perceptions of risk concerning outdoor pet cats as they relate to their potential impact on local wildlife populations, with findings informing conservation actions aimed at mitigating population risks (funded by NSF Grant No. 123456; published via Wiley Online Library, DOI: 10.1111/cobi.12631).	1.0	False	False	False	True	False	[]	[]	[]	[]	[]	False	False	False	False	False	False	False	False	False
Understanding public perceptions of risk regarding outdoor pet cats, like felines prowling through dense undergrowth, calls for a delicate touch on restoring balance in nature's wild ways. #ConservationAction	1.0	False	False	False	True	False	[]	[]	[]	[]	[]	False	False	False	False	False	False	False	False	False
"""While this study focuses on reducing late-life depression symptoms through implementation science, I'm more concerned about potential complications or challenges in applying the intervention—/buff.ly/1tWWwz9"""	1.0	False	False	False	True	False	[]	[]	[]	[]	[]	False	False	False	False	False	False	False	False	False
"""Discover an effective intervention program designed to reduce late-life depression symptoms—now available for you at buff.ly/1tWWwz9. #ImplementationScience # DepressionSymptoms # SeniorsMentalHealth""

This version maintains clarity, includes relevant hashtags for discoverability, and uses engaging phrasing while keeping the URL intact as a clickable link."	1.0	False	False	False	True	False	[]	[]	[]	[]	[]	False	False	False	False	False	False	False	False	False
Breaking News! A bit mysterious... #Parkinsons People | Acorda Therapeutics has announced they're stopping new recruitment for Tozadenant in its phase III trial. What's up next? The image hints at intrigue...	1.0	False	False	False	True	False	[]	[]	[]	[]	[]	False	False	False	False	False	False	False	False	False
Does Stress Worsen Chemical Harms in Pregnancy – Whimsy Time! 🌟	1.0	False	False	False	False	False	[]	[]	[]	[]	[]	False	False	False	False	False	False	False	False	False
Ardem Patapoutian, the 2021 Nobel laureate in Medical Physiology, has unveiled groundbreaking detectors that respond to physical forces deep within our bodies. Her innovative work using sensitive nerve cells continues to shape medical science. Image #NobelPrize	1.0	False	False	False	True	False	[]	[]	[]	[]	[]	False	False	False	False	False	False	False	False	False
2021 #NobelPrize laureate Ardem Patapoutian shocked the scientific world by revealing his revolutionary category of detectors—sensitive nerve cells designed to react to physical forces in skin and internal organs, completely redefining our understanding. Image here. #NobelPrize	1.0	False	False	False	True	False	[]	[]	[]	[]	[]	False	False	False	False	False	False	False	False	False
@user Envisioning MLCB as a multifaceted celebration, where genomics & immunology blend into a symphony of insight. Let’s build this vision together—sharing knowledge, fostering connections!	1.0	False	False	False	True	False	[]	[]	[]	[]	[]	False	False	False	False	False	False	False	False	False
🌍✨ Hail to MLCB! 🌟 Would love to see you embrace workshops in genomics & immunology for an amazing adventure! ✨	1.0	False	False	False	True	False	[]	[]	[]	[]	[]	False	False	False	False	False	False	False	False	False
